song_id,song_name,artist_name,song_single,song_released,song_genre,song_label,song_songwriter,song_producer
Airplanes (feat. Hayley Williams) B.o.B,Airplanes (feat. Hayley Williams),B.o.B,1,2010,"rock,hip,hop,rap","grand hustle,rebel rock,atlantic,a&m/octone ","jeremy ""kinetics"" dussolliet,tim ""one love"" sommers,justin franks,alexander grant,bobby simmons,christine dominguez","alex da kid,dj frank e"
Trumpets Jason Derulo,Trumpets,Jason Derulo,1,2014,"pop,r&b",warner bros.,"jason desrouleaux,jon bellion",jon bellion
Unforgettable French Montana,Unforgettable,French Montana,1,2017,"hip,hop","epic,bad boy,coke boys","karim kharbouch,khalif brown,christopher washington,jake aujla,mcculloch sutphin","jaegen,1mind,c.p dubb,mike will made-it"
Can't Feel My Face The Weeknd,Can't Feel My Face,The Weeknd,1,2015,pop,"xo,republic","ali payami,savan kotecha,max martin,abel tesfaye,peter svensson","max martin,ali payami"
Am I Wrong Nico & Vinz,Am I Wrong,Nico & Vinz,1,2014,pop,"5 star,emi,warner bros.","william wiik larsen,nico sereba,vincent dery,abdoulie jallow",william wiik larsen 
Sorry Justin Bieber,Sorry,Justin Bieber,1,2015,pop,def jam,"justin bieber,julia michaels,justin tranter,sonny moore,michael tucker","skrillex,bloodpop"
7 Years Lukas Graham,7 Years,Lukas Graham,1,2015,pop,"copenhagen,warner bros.","lukas forchammer,stefan forrest,morten ristorp,morten pilegaard","future animals,pilo"
Young Blood The Naked And Famous,Young Blood,The Naked And Famous,1,2010,pop,somewhat damaged,"thom powers,alisa xayalith,aaron short","thom powers,aaron short"
Opposite Of Adults Chiddy Bang,Opposite Of Adults,Chiddy Bang,1,2010,"rock,hip,hop",regal,"goldwasser, anamege, vanwyngarden, beresin",xaphoon jones
Fast Car Jonas Blue,Fast Car,Jonas Blue,1,1988,"rock,folk","capitol,positiva,virgin emi",tracy chapman,david kershenbaum
Stressed Out Twenty One Pilots,Stressed Out,Twenty One Pilots,1,2015,"alt,rock,pop,hip,hop,rap",fueled by ramen,tyler joseph,mike elizondo
Stay Rihanna,Stay,Rihanna,1,2013,"pop,r&b","def jam,srp,roc nation","mikky ekko,justin parker,elof loelv","mikky ekko,elof loelv,justin parker,kuk harrell"
We Are Young (feat. Janelle Monáe) fun.,We Are Young (feat. Janelle Monáe),fun.,1,2011,"rock,pop","fueled by ramen,nettwerk,atlantic","jack antonoff,jeff bhasker,andrew dost,nathaniel ruess",jeff bhasker
Chandelier Sia,Chandelier,Sia,1,2014,"pop,elect","inertia,monkey puzzle,rca","sia furler,jesse shatkin","greg kurstin,jesse shatkin"
PILLOWTALK ZAYN,PILLOWTALK,ZAYN,1,2016,"alt,r&b,elect",rca,"zayn malik,levi lennox,anthony hannides,michael hannides,joe garrett",levi lennox
Cake By the Ocean DNCE,Cake By the Ocean,DNCE,1,2015,other,republic,"joseph jonas,justin tranter,mattias larsson,robin fredriksson",mattman & robin
No Money Galantis,No Money,Galantis,1,2016,pop,big beat ,"christian karlsson,linus ekl�w,jimmy koitzsch,henrik jonback,andrew bullimore,nicholas gale","galantis,svidden,jonback,digital farm animals,bullimore"
Sexual NEIKED,Sexual,NEIKED,1,2016,pop,"neiked collective,casablanca,polydor,republic,universal","victor r�dstr�m,dayo olatunji,elina stridh",victor r�dstr�m
Alarm Anne-Marie,Alarm,Anne-Marie,1,2016,"pop,r&b","major tom's,asylum,atlantic","anne-marie nicholson,steve mac,wayne hector,ina wroldsen","steve mac,amir amor"
History One Direction,History,One Direction,1,2015,"rock,pop","syco,sony","liam payne,louis tomlinson,john ryan,julian bunetta,ed drewett,wayne hector","julian bunetta,john ryan"
Touch Little Mix,Touch,Little Mix,1,2016,pop,syco,"hanni ibrahim,patrick patrikios,a.s. govere,phil plested","mnek,cottone"
Faded Alan Walker,Faded,Alan Walker,1,2015,elect,mer musikk,"alan walker,jesper borgen,anders fr�en,gunnar greve pettersen","alan walker,jesper borgen,mood melodies"
Shake It Off Taylor Swift,Shake It Off,Taylor Swift,1,2014,pop,big machine,"taylor swift,max martin,shellback","max martin,shellback"
Be The One Dua Lipa,Be The One,Dua Lipa,1,2015,pop,dua lipa limited,"lucy taylor,digital farm animals,jack tarrant",digital farm animals
Cool for the Summer Demi Lovato,Cool for the Summer,Demi Lovato,1,2015,"rock,pop,elect","hollywood,island,safehouse,republic","demi lovato,savan kotecha,max martin,alexander erik kronlund,ali payami","max martin,ali payami"
Don't Be So Hard On Yourself Jess Glynne,Don't Be So Hard On Yourself,Jess Glynne,1,2015,pop,"atlantic,warner","tom barnes,jessica glynne,wayne hector,peter kelleher,ben kohn",tms
Ex's & Oh's Elle King,Ex's & Oh's,Elle King,0,2015,"alt,rock,punk,pop,blues,folk,country",rca,NA,"john hill,dave bassett,jeff bhasker,martin johnson,jacknife lee,eg white"
Jealous - Remix Nick Jonas,Jealous - Remix,Nick Jonas,1,2014,"pop,r&b","island,republic,safehouse records","nick jonas,nolan lambroza,simon wilcox",sir nolan
King Years & Years,King,Years & Years,1,2015,pop,"polydor,interscope","michael thomas goldsworthy,mark ralph,andrew smith,oliver alexander thornton,resul emre turkmen","andy smith,years & years"
If It Ain't Love Jason Derulo,If It Ain't Love,Jason Derulo,1,2016,pop,"beluga heights,warner bros.","jason desrouleaux,stefan johnson,jordan k. johnson,marcus lomax,ian kirkpatrick,talay riley,lindy robbins","kirkpatrick,the monsters and the strangerz"
Better Off Gone Logan Mize,Better Off Gone,Logan Mize,NA,NA,country,"big yellow dog music, arista nashville",NA,NA
Good Girl Dustin Lynch,Good Girl,Dustin Lynch,1,2018,"pop,country",broken bow,"dustin lynch,justin ebach,andy albert",zach crowell
Desperate Man Eric Church,Desperate Man,Eric Church,1,2018,country,"emi nashville,snakefarm ",NA,jay joyce
Rumor Lee Brice,Rumor,Lee Brice,1,2018,country,curb,"lee brice,ashley gorley,kyle jacobs","lee brice,dan frizsell,kyle jacobs,jon stone"
Caught Up In The Country Rodney Atkins,Caught Up In The Country,Rodney Atkins,1,2018,country,curb,"connie harrington,jordan schmidt,mike walker","rodney atkins,ted hewitt,blake bollinger"
Make It Sweet Old Dominion,Make It Sweet,Old Dominion,1,2018,country,rca nashville,"matthew ramsey,trevor rosen,whit sellers,geoff sprung,brad tursi,shane mcanally","shane mcanally,old dominion"
Rich Maren Morris,Rich,Maren Morris,1,2018,"pop,country",columbia nashville,"maren morris,jessie jo dillon,laura veltz","busbee,maren morris"
Beautiful Crazy Luke Combs,Beautiful Crazy,Luke Combs,1,2018,country,columbia nashville,"luke combs,wyatt durrette,robert williford",scott moffatt
Bring It On Over Billy Currington,Bring It On Over,Billy Currington,NA,NA,country,mercury nashville,NA,NA
Break Up in the End Cole Swindell,Break Up in the End,Cole Swindell,1,2018,country,warner nashville,"jon nite,chase mcgill,jessie jo dillon",michael carter
Lose It Kane Brown,Lose It,Kane Brown,1,2018,country,rca nashville,"kane brown,chase mcgill,will weatherly",dann huff
Whiskey Glasses Morgan Wallen,Whiskey Glasses,Morgan Wallen,NA,NA,"pop,country","panacea,big loud,republic",NA,NA
Take It From Me Jordan Davis,Take It From Me,Jordan Davis,1,2018,"pop,r&b,country",mca nashville,"jordan davis,jacob davis,jason gantt",paul digiovanni
Hotel Key Old Dominion,Hotel Key,Old Dominion,1,2018,country,rca nashville,"matthew ramsey,trevor rosen,josh osborne",shane mcanally
Sixteen Thomas Rhett,Sixteen,Thomas Rhett,1,2018,country,valory,"thomas rhett,sean douglas,joe spargur","dann huff,jesse frasure,thomas rhett"
Good Together James Barker Band,Good Together,James Barker Band,NA,NA,country,universal music canada,NA,NA
Turnin' Me On Blake Shelton,Turnin' Me On,Blake Shelton,1,2018,country,warner bros. nashville,"blake shelton,josh osborne,jessi alexander",scott hendricks
Simple Florida Georgia Line,Simple,Florida Georgia Line,NA,NA,"rock,pop,country","big loud mountain,big machine,republic nashville",NA,NA
Keeping Score (feat. Kelly Clarkson) Dan + Shay,Keeping Score (feat. Kelly Clarkson),Dan + Shay,0,2018,country,warner music nashville,"dan smyers,jordan reynolds,laura veltz","scott hendricks,dan smyers"
Born to Love You LANCO,Born to Love You,LANCO,1,2018,"rock,pop,country",arista nashville,"brandon lancaster,ross copperman,ashley gorley,josh osborne",jay joyce
Down To The Honkytonk Jake Owen,Down To The Honkytonk,Jake Owen,1,2018,country,big loud,"rodney clawson,luke laird,shane mcanally",joey moi
Heaven Kane Brown,Heaven,Kane Brown,0,2016,"pop,country",rca nashville,NA,"dann huff,matthew mcvaney"
Hangin' On Chris Young,Hangin' On,Chris Young,1,2018,country,rca nashville,"chris young,josh hoge,corey crowder","chris young,corey crowder"
Talk You Out Of It Florida Georgia Line,Talk You Out Of It,Florida Georgia Line,1,2018,country,blmg,"hardy,hunter phelps,jameson rodgers,alysa vanderheym","joey moi,florida georgia line"
What Makes You Country Luke Bryan,What Makes You Country,Luke Bryan,1,2017,country,capitol nashville,NA,"jeff stevens,jody stevens"
Night Shift Jon Pardi,Night Shift,Jon Pardi,1,2018,country,capitol nashville,"tofer brown,phillip larue,billy montana","jon pardi,bart butler"
Drowns The Whiskey (feat. Miranda Lambert) Jason Aldean,Drowns The Whiskey (feat. Miranda Lambert),Jason Aldean,1,2018,country,"broken bow,macon","brandon kinney,jeff middleton,josh thompson",michael knox
Love That About You Filmore,Love That About You,Filmore,0,1971,NA,"atlantic , rhino ",NA,jerry wexler
She Got the Best of Me Luke Combs,She Got the Best of Me,Luke Combs,1,2018,country,columbia nashville,"luke combs,rob snyder,channing wilson",scott moffatt
Home With Her John Gurney,Home With Her,John Gurney,NA,NA,NA,NA,NA,NA
I Don't Know About You Chris Lane,I Don't Know About You,Chris Lane,1,2018,country,big loud,"ashley gorley,hardy,hunter phelps,jameson rodgers",joey moi
Neon Church Tim McGraw,Neon Church,Tim McGraw,1,2018,country,columbia nashville,"ben goldsmith,ben stennis,ross ellis lipsey","byron gallimore,tim mcgraw"
Burning Man Dierks Bentley,Burning Man,Dierks Bentley,1,2018,country,capitol nashville,"bobby pinson,luke dick","ross copperman,jon randall"
Slower Filmore,Slower,Filmore,NA,NA,NA,NA,NA,NA
More Clare Dunn,More,Clare Dunn,NA,NA,country,"big yellow dog music, red light management",NA,NA
To a T Ryan Hurd,To a T,Ryan Hurd,NA,NA,country,"rca nashville, arista nashville",NA,NA
Never Comin Down Keith Urban,Never Comin Down,Keith Urban,1,2018,"pop,country","hit red,capitol nashville","josh kerr,james abrahart,shy carter","keith urban,josh kerr"
Eyes On You Chase Rice,Eyes On You,Chase Rice,1,2018,country,dack janiels / broken bow,"chris destefano,ashley gorley,chase rice","chris destefano,jacquire king"
Girl Like You Jason Aldean,Girl Like You,Jason Aldean,1,2018,"rock,r&b,country","broken bow,macon","jaron boyer,josh mirenda,michael tyler",michael knox
Miss Me More Kelsea Ballerini,Miss Me More,Kelsea Ballerini,1,2018,"pop,country",black river,"kelsea ballerini,david hodges,brett mclaughlin","jason massey,forest glen whitehead"
Best Shot Jimmie Allen,Best Shot,Jimmie Allen,NA,NA,country,stoney creek,NA,NA
90's Country Walker Hayes,90's Country,Walker Hayes,NA,NA,"pop,country","capitol, monument",NA,NA
Thought About You Tim McGraw,Thought About You,Tim McGraw,1,2019,country,columbia nashville,"brad warren,brett warren,lee thomas miller","tim mcgraw,byron gallimore"
Drunk Me Mitchell Tenpenny,Drunk Me,Mitchell Tenpenny,NA,NA,"pop,country","riser house records, columbia nashville",NA,NA
Prayed for You Matt Stell,Prayed for You,Matt Stell,1,2019,country,"records,arista nashville","matt stell,allison veltz,ash bowers","matt stell,ash bowers"
One Shot Hunter Hayes,One Shot,Hunter Hayes,NA,NA,"alt,rock,pop,r&b,blues,country","atlantic nashville,warner nashville,lp entertainment",NA,NA
The Distance (feat. Ty Dolla $ign) Mariah Carey,The Distance (feat. Ty Dolla $ign),Mariah Carey,0,2018,r&b,epic,"mariah carey,sonny moore,peder losneg�rd,jason boyd,tyrone griffin jr.","carey,skrillex,lido,poo bear"
Tango Abir,Tango,Abir,NA,NA,NA,NA,NA,NA
Whatchamacallit (feat. Chris Brown) Ella Mai,Whatchamacallit (feat. Chris Brown),Ella Mai,0,2018,r&b,"10 summers,interscope",NA,"andrew groziuso,bryan-michael cox,dimi sloane sesson ii,dj mustard,giscard friedman,harmony samuels,j holt,kosine,lido,miykal snoddy,nana rogues,omer fedi,quinton gulledge,rance,thomas strahle"
the Colours. Phony Ppl,the Colours.,Phony Ppl,NA,NA,"hip,hop,r&b",NA,NA,NA
Just A Little Crush Malia Civetz,Just A Little Crush,Malia Civetz,NA,NA,NA,NA,NA,NA
Love Her Too (feat. G-Eazy) Marc E. Bassy,Love Her Too (feat. G-Eazy),Marc E. Bassy,NA,NA,"pop,hip,hop,r&b","new gold medal,republic",NA,NA
Karma Summer Walker,Karma,Summer Walker,1,2018,"alt,r&b","lvrn,interscope",NA,"arsenio archer,gambi,thym,tim maxey"
Black Mags pt. II The Cool Kids,Black Mags pt. II,The Cool Kids,NA,NA,"hip,hop","green label sound,c.a.k.e.,xl,fool's gold",NA,NA
Motion Khalid,Motion,Khalid,1,2018,r&b,rca,NA,"khalid ,charlie handsome,digi,denis kosiak,john hill,rog�t chahayed,stargate,djds"
Awesome (feat. Matt Ox) Valee,Awesome (feat. Matt Ox),Valee,NA,NA,"hip,hop,rap",NA,NA,NA
Saint Nobody Jessie Reyez,Saint Nobody,Jessie Reyez,1,2018,"pop,r&b","fmly,island",NA,NA
Jet Lag (feat. Young Scooter) Future,Jet Lag (feat. Young Scooter),Future,NA,NA,"hip,hop,rap","a1
freebandz
epic",NA,NA
Act a Fool (feat. Bok Nero) Riot Ten,Act a Fool (feat. Bok Nero),Riot Ten,NA,NA,"hip,hop,rap,elect","dim mak,firepower,kannibalen records,thrive records,rotten recordings",NA,NA
2 MUCH (feat. 24hrs) (feat. 24hrs) Flosstradamus,2 MUCH (feat. 24hrs) (feat. 24hrs),Flosstradamus,NA,NA,"hip,hop,rap",NA,NA,NA
Rumble Excision,Rumble,Excision,NA,NA,"hop,rap","rottun recordings,destroid music,ex7,mau5trap,monstercat,excision music,never say die",NA,NA
MOP Borgore,MOP,Borgore,NA,NA,"rock,metal,rap,jazz,elect","buygore, dim mak records, spinnin' records, sumerian records, armada music",NA,NA
Started Rickyxsan,Started,Rickyxsan,NA,NA,NA,NA,NA,NA
In This Nitti Gritti,In This,Nitti Gritti,NA,NA,"hip,hop,rap,elect","rca records,musical freedom,insomniac,mad decent,spinnin'",NA,NA
Scrape (feat. Gucci Mane) Party Favor,Scrape (feat. Gucci Mane),Party Favor,0,2016,rap,mad decent,NA,party favor
Whiplash (feat. Reeps One) Bassnectar,Whiplash (feat. Reeps One),Bassnectar,NA,NA,elect,"amorphous,om,destroid,monstercat,owsla",NA,NA
Hero (feat. David Shane) QUIX,Hero (feat. David Shane),QUIX,NA,NA,NA,NA,NA,NA
MVP - NGHTMRE Remix Flosstradamus,MVP - NGHTMRE Remix,Flosstradamus,NA,NA,"hip,hop,rap",NA,NA,NA
Back Rickyxsan,Back,Rickyxsan,NA,NA,NA,NA,NA,NA
Mask Off - Marshmello Remix Future,Mask Off - Marshmello Remix,Future,1,2017,"hip,hop,rap","a1,freebandz,epic","nayvadius wilburn,leland wayne",metro boomin
Fake Chanel Yellow Claw,Fake Chanel,Yellow Claw,0,2018,rap,barong family,NA,"yellow claw,san holo,dj snake,chace,moksi"
Boss (Ft. Cody Ray) AFK,Boss (Ft. Cody Ray),AFK,0,2020,NA,republic,NA,"1mind,austin powerz,axl,beat by jeff,carter lang,cubeatz,deemoney,dj moon,dre moon,dy,jacob reske,kc supreme,l.n.k,london on da track,leland,marcel korkutata,mario petersen,murda beatz,post malone,rekless,rich the kid,skipondabeat,smash david,tenroc,vanriper,westen weiss"
"Goin' In - Skrillex ""Goin' Down"" Remix Birdy Nam Nam","Goin' In - Skrillex ""Goin' Down"" Remix",Birdy Nam Nam,1,2013,"hip,hop,rap,elect","a$ap worldwide,polo grounds,rca","rakim meyers,sonny moore,mickael dalmoro,denis lebouvier,thomas parent,nicolas vadon,julien pradeyrol","skrillex,birdy nam nam,lord flacko "
Grave NGHTMRE,Grave,NGHTMRE,NA,NA,"rap,elect","mad decent,monstercat,owsla",NA,NA
Ninja RayRay,Ninja,RayRay,NA,NA,r&b,"pookie entertainment,navarre",NA,"michael angelo,jake and the phatman,raphael saadiq ,kelvin wooten"
WDYW Carnage,WDYW,Carnage,0,2015,rap,ultra records,NA,"carnage,milo & otis,junkie kid,whyel,timmy trumpet,kshmr,dirtcaps,atmozfears,tomas barfod"
Welcome to the Party (feat. Zhavia Ward) - Valentino Khan Remix Diplo,Welcome to the Party (feat. Zhavia Ward) - Valentino Khan Remix,Diplo,1,2018,rap,columbia,"thomas wesley pentz,karim kharbouch,gazzy garcia,valentino khan,jocelyn donald","diplo,khan"
Heavyweight Sound (feat. RD) Bassnectar,Heavyweight Sound (feat. RD),Bassnectar,NA,NA,elect,"amorphous,om,destroid,monstercat,owsla",NA,NA
Shake It Cesqeaux,Shake It,Cesqeaux,NA,NA,rap,"interscope records, mixmash records, dim mak records, mad decent",NA,NA
KIll Em Zeds Dead,KIll Em,Zeds Dead,NA,NA,"rap,elect","ellk,ultra,spinnin',deadbeats",NA,NA
Gimme Sumthin (feat. Bunji Garlin) BLAKGOLD,Gimme Sumthin (feat. Bunji Garlin),BLAKGOLD,NA,NA,NA,NA,NA,NA
Find Me Marshmello,Find Me,Marshmello,0,2016,"rap,elect",joytime collective,NA,marshmello
Bottles Up Big Ali,Bottles Up,Big Ali,NA,NA,"pop,hip,hop,elect",up music,NA,NA
Made In China Higher Brothers,Made In China,Higher Brothers,NA,NA,"hip,hop,rap","88rising,empire,chengdu corp.",NA,NA
Dem Hands Doe Riot Ten,Dem Hands Doe,Riot Ten,NA,NA,"hip,hop,rap,elect","dim mak,firepower,kannibalen records,thrive records,rotten recordings",NA,NA
i Shyne Carnage,i Shyne,Carnage,1,2018,"hip,hop,rap",heavyweight records,"gazzy garcia,diamant� blackmon",carnage
Pop Dat 4B,Pop Dat,4B,NA,NA,NA,NA,NA,NA
Kanye - Ookay Remix The Chainsmokers,Kanye - Ookay Remix,The Chainsmokers,NA,NA,"pop,elect","disruptor,columbia,sony",NA,NA
Boing Boing (feat. The Seige) Cheat Codes,Boing Boing (feat. The Seige),Cheat Codes,NA,NA,pop,"300,spinnin',parlophone,warner,atlantic",NA,NA
Turn Up Gent,Turn Up,Gent,1,2012,elect,black hole,NA,NA
Knockin' KUURO,Knockin',KUURO,NA,NA,rap,"monstercat,ram records,welcome records,musical freedom,night mode",NA,NA
Double Up ft. Young Buck PhaseOne,Double Up ft. Young Buck,PhaseOne,NA,NA,NA,NA,NA,NA
Chop It (Blvk Sheep Remix) Wuki,Chop It (Blvk Sheep Remix),Wuki,NA,NA,rap,"owsla
mad decent
wukileaks
hard recs",NA,NA
BOOM - Snavs Remix Tiësto,BOOM - Snavs Remix,Tiësto,NA,NA,elect,"musical freedom,aftr:hrs,spinnin',pm:am,universal,pias,ultra,black hole,nettwerk",NA,NA
Bap U Party Favor,Bap U,Party Favor,NA,NA,"rap,elect",mad decent,NA,NA
Dies Irae feat. Black Prez Apashe,Dies Irae feat. Black Prez,Apashe,NA,NA,NA,NA,NA,NA
When I Drop This Fabian Mazur,When I Drop This,Fabian Mazur,0,2019,"rap,elect",self-released,NA,"fabian mazur,lord quest,twhy xclusive"
Runaway RVDY,Runaway,RVDY,0,1989,"rock,pop","mca ,virgin ",NA,rick nowels
THE DROP Gammer,THE DROP,Gammer,NA,NA,rap,"monstercat,essential platinum,muffin,awsum,maximum impact,nukleuz,quosh,together we rise",NA,NA
Block You (feat. Deko) Carnage,Block You (feat. Deko),Carnage,1,2018,"hip,hop,rap",heavyweight records,NA,"carnage ,deko,cashmere cat,og parker,skellism,steve aoki,vlado,vxnyl,yen dough"
Blast Off Red Hood Squad,Blast Off,Red Hood Squad,0,2010,NA,watertower music,NA,NA
Bricks Carnage,Bricks,Carnage,NA,NA,NA,NA,NA,NA
Back Again Flosstradamus,Back Again,Flosstradamus,NA,NA,"hip,hop,rap",NA,NA,NA
Level Up Slushii,Level Up,Slushii,NA,NA,"rap,elect","monstercat,mad decent",NA,NA
Talkin' Bout Dyro,Talkin' Bout,Dyro,NA,NA,"rap,elect","wolv,revealed recordings,musical freedom,spinnin' records,capitol records,def jam,ram records,monstercat,strictly rhythm,wall recordings,stmpd rcrds",NA,NA
El Chapo The Game,El Chapo,The Game,1,2015,"hip,hop,rap","blood money,eone","jayceon taylor,sonny moore,shondrae crawford","mr. bangladesh,skrillex,nastradomas"
Fucking Shit Up Destructo,Fucking Shit Up,Destructo,NA,NA,elect,"interscope records, boysnoize records, owsla, hits hard",NA,NA
2 Vaults (feat. Lil Yachty) Tee Grizzley,2 Vaults (feat. Lil Yachty),Tee Grizzley,0,2018,"hip,hop,rap",300,NA,"chopsquad dj ,helluva,infamous rell,london on da track,the breed,the olympicks"
So Litt - Original Asco,So Litt - Original,Asco,NA,NA,NA,NA,NA,NA
First Day Out Tee Grizzley,First Day Out,Tee Grizzley,1,2016,"hip,hop",300,"terry wallace,martin mccurtis",helluva
