song_id,song_name,artist_name,song_single,song_released,song_genre,song_label,song_songwriter,song_producer
Deathwish Red Sun Rising,Deathwish,Red Sun Rising,NA,NA,"alt,rock",razor & tie,NA,NA
I Only Lie When I Love You Royal Blood,I Only Lie When I Love You,Royal Blood,1,2017,rock,warner bros.,NA,"jolyon thomas,royal blood,tom dalgety"
Rose Red Violent Blue (This Song Is Dumb & So Am I) Stone Sour,Rose Red Violent Blue (This Song Is Dumb & So Am I),Stone Sour,1,2017,rock,roadrunner,corey taylor,NA
Feed the Wolf Breaking Benjamin,Feed the Wolf,Breaking Benjamin,1,2007,"alt,rock",independent,NA,"trash mcsweeney, tidykid"
Spit Out the Bone Metallica,Spit Out the Bone,Metallica,1,2017,metal,blackened,"james hetfield,lars ulrich",greg fidelman
Headstrong Trapt,Headstrong,Trapt,1,2002,"alt,rock,metal",warner bros.,"chris brown,pete charell,simon ormandy,jeffrey unbankes","gggarth,trapt"
Digging My Own Grave Escape the Fate,Digging My Own Grave,Escape the Fate,NA,NA,"rock,metal","eleven seven,universal,dgc,interscope,polydor,epitaph",NA,NA
It's No Good (Cover) In Flames,It's No Good (Cover),In Flames,1,1997,pop,"mute,reprise ",martin gore,tim simenon
Guerrilla Radio Rage Against The Machine,Guerrilla Radio,Rage Against The Machine,1,1999,"metal,rap","epic,revelation","tim commerford,zack de la rocha,tom morello,brad wilk",brendan o'brien
Black Is The Soul Korn,Black Is The Soul,Korn,1,2017,"rock,metal",roadrunner,"jonathan davis,james shaffer,brian welch,reginald arvizu,ray luzier",nick raskulinecz
Song #3 Stone Sour,Song #3,Stone Sour,NA,NA,"alt,rock,metal",roadrunner,NA,NA
The Violence Rise Against,The Violence,Rise Against,1,2017,"rock,punk",virgin,NA,nick raskulinecz
Now That We're Dead Metallica,Now That We're Dead,Metallica,1,2017,metal,blackened,"james hetfield,lars ulrich",greg fidelman
Steambreather Mastodon,Steambreather,Mastodon,1,2017,metal,reprise,NA,NA
Satellite Starset,Satellite,Starset,1,2017,rock,razor & tie,dustin bates,rob graves
Rusty Cage Soundgarden,Rusty Cage,Soundgarden,1,1992,"alt,rock,metal,blues,country",a&m,chris cornell,"terry date, soundgarden"
Jekyll And Hyde Five Finger Death Punch,Jekyll And Hyde,Five Finger Death Punch,1,2015,"alt,metal","better noise,firm,emi,prospect park,spinefarm,universal","zoltan bathory,kevin churko,ivan moody,jason hook,jeremy spencer",kevin churko
Pieces As Lions,Pieces,As Lions,NA,NA,"alt,rock,metal",better noise,NA,NA
Face to the Floor Chevelle,Face to the Floor,Chevelle,1,2011,"alt,metal",epic,"pete loeffler,sam loeffler",joe barresi
We Will Not Go Quietly Sixx:A.M.,We Will Not Go Quietly,Sixx:A.M.,NA,NA,"alt,rock,metal",eleven seven music,NA,NA
Dream On Cold,Dream On,Cold,1,2011,"alt,rock","sonicstar,eleven seven music",NA,"jeremy parker,kato khandwala"
Some Nights fun.,Some Nights,fun.,1,2012,pop,"fueled by ramen, atlantic","jeff bhasker,nate ruess,andrew dost,jack antonoff",jeff bhasker
"December, 1963 (Oh What A Night!) Frankie Valli & The Four Seasons","December, 1963 (Oh What A Night!)",Frankie Valli & The Four Seasons,1,1975,pop,warner bros. / curb,"bob gaudio, judy parker",bob gaudio
Put Your Records On Corinne Bailey Rae,Put Your Records On,Corinne Bailey Rae,1,2006,"rock,pop",emi,"corinne bailey rae,john beck,steve chrisanthou","steve chrisanthou,jimmy hogarth "
Come and Get Your Love - Single Edit Redbone,Come and Get Your Love - Single Edit,Redbone,1,1974,"rock,pop,r&b",epic,lolly vegas,"lolly vegas,pat vegas"
This Will Be (An Everlasting Love) Natalie Cole,This Will Be (An Everlasting Love),Natalie Cole,1,1975,r&b,capitol,"chuck jackson,marvin yancy","chuck jackson,marvin yancy"
Under Pressure - Remastered Queen,Under Pressure - Remastered,Queen,1,1981,"rock,pop","emi,elektra","roger taylor,freddie mercury,david bowie,john deacon,brian may","queen,david bowie"
Stayin' Alive - Remastered Version Bee Gees,Stayin' Alive - Remastered Version,Bee Gees,1,1977,other,rso,"barry gibb,robin gibb,maurice gibb","bee gees,albhy galuten,karl richardson"
Don't Worry Be Happy Bobby McFerrin,Don't Worry Be Happy,Bobby McFerrin,1,1988,jazz,emi-manhattan,bobby mcferrin,linda goldstein
Go Your Own Way - 2004 Remastered Edition Fleetwood Mac,Go Your Own Way - 2004 Remastered Edition,Fleetwood Mac,1,1976,rock,warner bros.,lindsey buckingham,"fleetwood mac,richard dashut,ken caillat"
Uptown Funk Mark Ronson,Uptown Funk,Mark Ronson,1,2014,pop,"columbia,sony,rca","various,mark ronsonbruno marsphilip lawrencejeff bhaskernicholas williamsdevon gallaspycharles wilsonrobert wilsonronnie wilsonrudolph taylorlonnie simmons","mark ronson,jeff bhasker,bruno mars"
Night Moves Bob Seger,Night Moves,Bob Seger,1,1976,rock,capitol,bob seger,"jack richardson,bob seger,punch andrews"
Stuck In The Middle With You Stealers Wheel,Stuck In The Middle With You,Stealers Wheel,1,1973,"rock,folk,country",a&m,"gerry rafferty,joe egan",jerry leiber and mike stoller
Jump in the Line Harry Belafonte,Jump in the Line,Harry Belafonte,0,1961,other,rca victor,lord kitchener,bob bollard
Twist And Shout - Remastered 2009 The Beatles,Twist And Shout - Remastered 2009,The Beatles,1,1961,rock,atlantic,"bert berns, phil medley",phil spector
Ooh Ahh (My Life Be Like) (feat. Toby Mac) Grits,Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,1,2002,"alt,hip,hop",gotee,"teron carter, stacy jones, toby mckeehan, otto price, ric robbins",incorporated elements
Start Me Up - Remastered The Rolling Stones,Start Me Up - Remastered,The Rolling Stones,1,1981,rock,rolling stones,jagger/richards,the glimmer twins
Can't Hold Us - feat. Ray Dalton Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,1,2011,NA,"macklemore llc,elektra","ben haggerty,ryan lewis,ray dalton",ryan lewis
Daylight Matt and Kim,Daylight,Matt and Kim,1,2008,"pop,hip,hop,elect",fader label,"matt johnson, kim schifino",NA
Wouldn't It Be Nice - Remastered The Beach Boys,Wouldn't It Be Nice - Remastered,The Beach Boys,1,1966,"rock,pop",capitol,"brian wilson,tony asher,mike love",brian wilson
Move Your Feet Junior Senior,Move Your Feet,Junior Senior,1,2002,"rock,pop,elect","crunchy frog,mercury,epic",jesper mortensen ,"jesper mortensen ,thomas troelsen"
Edge of Seventeen Stevie Nicks,Edge of Seventeen,Stevie Nicks,1,1982,rock,modern,stevie nicks,jimmy iovine
You're My Best Friend - Remastered 2011 Queen,You're My Best Friend - Remastered 2011,Queen,1,1976,"rock,pop","elektra ,emi ",john deacon,"roy thomas baker,queen"
Roses OutKast,Roses,OutKast,1,2004,"hip,hop","laface,arista","andr� benjamin,antwan patton,matt boykin",andr� 3000
You're The One That I Want - From “Grease” John Travolta,You're The One That I Want - From “Grease”,John Travolta,1,1978,pop,rso,john farrar,john farrar
Why Can't We Be Friends? War,Why Can't We Be Friends?,War,1,1975,"rock,r&b",united artists,NA,"jerry goldstein,lonnie jordan,howard scott"
Upside Down Jack Johnson,Upside Down,Jack Johnson,1,2006,"rock,pop,folk","brushfire,universal",jack johnson,robert carranzajack johnson
Ain't Nobody Chaka Khan,Ain't Nobody,Chaka Khan,1,1983,"pop,r&b,elect","polydor,island","david ""hawk"" wolinski","armando colon,rashad smith,ll cool j"
Dirty Little Secret The All-American Rejects,Dirty Little Secret,The All-American Rejects,1,2005,other,"doghouse,interscope","nick wheeler,tyson ritter",howard benson
Just Dance Lady Gaga,Just Dance,Lady Gaga,1,2008,"pop,elect","streamline,kon live,cherrytree,interscope","stefani germanotta,nadir ""redone"" khayat,aliaune ""akon"" thiam",redone
Baby Justin Bieber,Baby,Justin Bieber,1,2010,"pop,r&b","island,rbmg","justin bieber,christopher ""tricky"" stewart,terius nash,christopher bridges,christina milian","tricky stewart,the-dream"
I'm A Believer - Radio Edit Smash Mouth,I'm A Believer - Radio Edit,Smash Mouth,1,1966,"rock,pop",colgems #1002,neil diamond,jeff barry
Harder To Breathe Maroon 5,Harder To Breathe,Maroon 5,1,2002,rock,octone,"adam levine,jesse carmichael",matt wallace
Thnks fr th Mmrs Fall Out Boy,Thnks fr th Mmrs,Fall Out Boy,1,2007,"punk,pop",island,"pete wentz,patrick stump,joe trohman,andy hurley",babyface
Promiscuous Nelly Furtado,Promiscuous,Nelly Furtado,1,2006,"pop,elect","geffen,mosley","nelly furtado,anthony motz,timbaland,danja","timbaland,danja"
Disturbia Rihanna,Disturbia,Rihanna,1,2008,"pop,elect","def jam,srp","brian kennedy,chris brown,robert allen,andre merritt","brian kennedy,makeba riddick"
Boom Boom Pow The Black Eyed Peas,Boom Boom Pow,The Black Eyed Peas,1,2009,elect,interscope,"william adams,allan pineda,jaime gomez,stacy ferguson",will.i.am
The Sweet Escape Gwen Stefani,The Sweet Escape,Gwen Stefani,1,2006,"pop,rap,elect",interscope,NA,"nellee hooper,tony kanal,the neptunes,kaseem ""swizz beatz"" dean,aliaune ""akon"" thiam"
Leavin' Jesse McCartney,Leavin',Jesse McCartney,1,2008,pop,hollywood,"christopher ""tricky"" stewart,terius nash,james bunton,corron ty cole","christopher ""tricky"" stewart,the-dream,kuk harrell "
Draco Future,Draco,Future,1,2017,"hip,hop,rap","a1,freebandz,epic","nayvadius wilburn,gary hill","micah street,dj spinz"
Shining DJ Khaled,Shining,DJ Khaled,1,2017,"hip,hop","we the best,epic","burt bacharach,jahron brathwaite,ingrid burley,shawn carter,hal david,floyd hills,khaled khaled,beyonce knowles","dj khaled,danja"
Bad and Boujee (feat. Lil Uzi Vert) Migos,Bad and Boujee (feat. Lil Uzi Vert),Migos,1,2016,"hip,hop,rap","quality control,300,atlantic","quavious keyate marshall,kiari kendrell cephus,robert mandell,symere bysil woods,leland tyler wayne","metro boomin,g koop"
Deja Vu J. Cole,Deja Vu,J. Cole,1,2017,"hip,hop","dreamville,roc nation,interscope",jermaine cole,"vinylz,boi-1da,velous,j. cole,ron gilmore"
Six Feet Under The Weeknd,Six Feet Under,The Weeknd,1,2016,"alt,pop,r&b","xo,republic",NA,"ali payami,ali shaheed muhammad,ben billions,benny blanco,bobby raps,cashmere cat,cirkut,daft punk,diplo,doc mckinney,frank dukes,jake one,labrinth,max martin,mano,metro boomin,swish,the weeknd"
No Frauds Nicki Minaj,No Frauds,Nicki Minaj,1,2017,"hip,hop","young money,cash money,republic","onika maraj,dwayne carter, jr.,aubrey graham,brittany hazzard,shane lindstrom,tim gomringer,kevin gomringer","murda beatz,cubeatz"
Nobody's Better (feat. Fetty Wap) Z,Nobody's Better (feat. Fetty Wap),Z,NA,NA,NA,NA,NA,NA
Contract (feat. Iamsu) GTA,Contract (feat. Iamsu),GTA,NA,NA,NA,NA,NA,NA
Black Beatles Rae Sremmurd,Black Beatles,Rae Sremmurd,1,2016,"hip,hop,rap","eardrummers,interscope","khalif brown,aaquil brown,radric davis,michael williams",mike will made it
Rockin’ The Weeknd,Rockin’,The Weeknd,1,2017,elect,"xo,republic","abel tesfaye,max martin,peter svensson,savan kotecha,ali payami,ahmad balshe","ali payami,max martin,the weeknd "
T-Shirt Migos,T-Shirt,Migos,1,2017,"hip,hop,rap","quality control,300","quavious marshall,kirsnick ball,kiari cephus,trevon campbell,james rosser, jr.,brandon rackley","nard & b,xl eagle"
Fake Love Drake,Fake Love,Drake,1,2016,"alt,r&b","young money,cash money","aubrey graham,brittany hazzard,anderson hernandez,adam feeney","vinylz,frank dukes"
The Mack Nevada,The Mack,Nevada,1,1996,r&b,"straightforward,nourishing,capitol","mark morrison,phil chill,chuckii booker,gerald levert,c.j. anthony,adrian belew,chris frantz,steven stanley,tina weymouth ,william maxwell,mark morrison,pyramids in paris,jonathan white","mark morrison,phil chill,cutfather & joe"
The Half DJ Snake,The Half,DJ Snake,0,2016,rap,interscope,NA,"dj snake ,aalias,andrew watt,dan taylor,fraser t smith,free school,john ryan,lny tnz,louis bell,mike dean,moksi,ricky reed,skrillex,dj premier,yellow claw"
Now and Later Sage The Gemini,Now and Later,Sage The Gemini,1,2016,"hip,hop","global gemini,hbk gang,atlantic",dominic wynn woods,"axident,joe london,ian kirkpatrick,leroy clampitt,james wong,dominic wynn woods"
Don't Hurt Me Mustard,Don't Hurt Me,Mustard,1,2016,"hip,hop,r&b","pu$haz ink,roc nation,republic",NA,"dj mustard,cardiak,christopher sanders,focus,j-holt,larry jayy,rance,terrace martin,twice as nice"
I'm Juiced Adam Vida,I'm Juiced,Adam Vida,NA,NA,"jazz,elect",elektra recordssanctuary records,NA,NA
Sneakin’ Drake,Sneakin’,Drake,1,2016,"hip,hop,rap","young money,cash money,republic","aubrey graham,shayaa joseph,london holmes",london on da track
Party Monster The Weeknd,Party Monster,The Weeknd,1,2016,rap,"xo,republic","martin mckinney,lana del rey,abel tesfaye,benjamin diehl,ahmad balshe","doc mckinney,the weeknd,ben billions"
All Eyez feat. Jeremih The Game,All Eyez feat. Jeremih,The Game,1,2016,"pop,r&b,rap","blood money,fifth amendment,eone","jayceon taylor,jeremy felton,scott storch","scott storch,diego ave"
"All of Me (feat. Logic, ROZES) Big Gigantic","All of Me (feat. Logic, ROZES)",Big Gigantic,NA,NA,"hip,hop,jazz,elect",NA,NA,NA
Love On The Brain - Don Diablo Remix Rihanna,Love On The Brain - Don Diablo Remix,Rihanna,1,2016,other,"westbury road,roc nation","fred ball,joseph angel,robyn fenty","fred ball,kuk harrell"
Starboy - Kygo Remix The Weeknd,Starboy - Kygo Remix,The Weeknd,1,2016,"pop,r&b,elect","xo,republic","abel tesfaye,guy-manuel de homem-christo,thomas bangalter,martin mckinney,henry walter,jason quenneville","daft punk,cirkut ,doc mckinney ,the weeknd "
Caroline Aminé,Caroline,Aminé,1,2016,"alt,hip,hop",republic,"adam daniel,irvin mejia","amin�,pasqu�"
Company Tinashe,Company,Tinashe,1,2016,"alt,r&b",rca,terius nash,the-dream
We Can (feat. Tory Lanez) Kranium,We Can (feat. Tory Lanez),Kranium,NA,NA,other,atlantic records,NA,NA
Make You Feel Good Fetty Wap,Make You Feel Good,Fetty Wap,NA,NA,"pop,hip,hop,r&b,rap","rgf,300,atlantic",NA,NA
Surfin' Kid Cudi,Surfin',Kid Cudi,1,2016,"hip,hop","republic,wicked awesome","scott mescudi,pharrell williams",pharrell williams
I Feel It Coming The Weeknd,I Feel It Coming,The Weeknd,1,2016,pop,"xo,republic","abel tesfaye,thomas bangalter,guy-manuel de homem-christo,martin mckinney,henry walter,eric chedeville","daft punk,doc mckinney,cirkut,the weeknd "
CRZY Kehlani,CRZY,Kehlani,1,2016,r&b,atlantic,"kehlani parrish,denisia ""blu june"" andrews,brittany ""chi"" coney",novawav
Juju On That Beat (TZ Anthem) Zay Hilfigerrr,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,1,2016,"hip,hop,rap","crunk incorporated,atlantic","tyjuan peoples,james mccall,jonathan lewis,brittany carpentero,christopher henderson,venetia lewis,alphonce smith,jarques usher",lil' jay
Too Much Sauce DJ Esco,Too Much Sauce,DJ Esco,1,2016,"hip,hop,rap","a1,freebandz,epic","william moore,nayvadius wilburn,symere woods,xavier dotson",zaytoven
Burn Break Crash Aanysa,Burn Break Crash,Aanysa,NA,NA,"r&b,elect","hoffman west,columbia,sony,rca",NA,NA
Used to This Future,Used to This,Future,1,2016,"hip,hop","freebandz,epic","nayvadius wilburn,aubrey graham,xavier dotson",zaytoven
Trust Nobody Cashmere Cat,Trust Nobody,Cashmere Cat,1,2016,"alt,hip,hop,r&b,elect","mad love,interscope","magnus august h�iberg,brittany hazzard,daystar peterson,selena gomez,benjamin levin,adam feeny","cashmere cat,benny blanco,frank dukes"
Just Say KDA,Just Say,KDA,1,2016,pop,ministry of sound,kris di angelis,kda
24K Magic Bruno Mars,24K Magic,Bruno Mars,1,2016,"pop,r&b",atlantic,NA,"emile haynie,jeff bhasker,shampoo press & curl,the stereotypes"
Campaign (feat. Future) Ty Dolla $ign,Campaign (feat. Future),Ty Dolla $ign,1,2016,"hip,hop,r&b",atlantic,NA,"allen ritter,b ham,charlie heat,critacal,d'mile,d.r.u.g.s.,darnell got it,dave kuncio,dj mustard,dj spinz,frank dukes,hazebanga,hit-boy,ism,jahaan sweet,mike dean,tish hyman,ty dolla sign"
Cold Hard Love Tory Lanez,Cold Hard Love,Tory Lanez,NA,NA,"alt,hip,hop,r&b,elect","one umbrella,universal,mad love,interscope,time is money",NA,NA
Devastated Joey Bada$$,Devastated,Joey Bada$$,1,2016,"hip,hop,r&b","pro era,cinematic","jo-vaughn scott,powers pleasant,kirlan labarrie,adam pallin","powers pleasant,kirk knight,adam pallin"
Gone Afrojack,Gone,Afrojack,1,2016,"hip,hop",wall recordings,NA,NA
Bailar Deorro,Bailar,Deorro,1,2016,"rap,elect","dim mak,revealed,ultra,pandafunk,monstercat,spinnin'","elvis crespo,erick orrosquieta,robert fern�ndez",deorro
Not Nice PARTYNEXTDOOR,Not Nice,PARTYNEXTDOOR,1,2016,"alt,hip,hop,r&b","ovo,warner",NA,"partynextdoor ,40 ,sevn thomas,l8 show,supa dups,nineteen85,boi-1da,bizness boi,neenyo,g.ry,fwdslxsh,illangelo"
Bang Boom Lao Ra,Bang Boom,Lao Ra,0,2012,"rock,blues",provogue/mascot label,NA,kevin shirley
Want Her Mustard,Want Her,Mustard,0,2016,"hip,hop,r&b","pu$haz ink,roc nation,republic",NA,"dj mustard,cardiak,christopher sanders,focus,j-holt,larry jayy,rance,terrace martin,twice as nice"
"Father, Father Jay Prince","Father, Father",Jay Prince,0,2007,"hip,hop","g-maab entertainment,rap-a-lot,asylum,atlantic",NA,"j. prince ,trae ,scott novelli,i.n.f.o.,mr. lee,drew,goichi,m.a.j.,mike dean,nitti,mr. rogers,platinum hands,q-stone,sean t,sosa"
Numb Witt Lowry,Numb,Witt Lowry,NA,NA,NA,NA,NA,NA
I Think Of You Jeremih,I Think Of You,Jeremih,NA,NA,"hip,hop,r&b","def jam,mick schultz",NA,NA
Oxy (feat. Lil Wayne) Future,Oxy (feat. Lil Wayne),Future,1,2018,"hip,hop","epic,freebandz,grade a,interscope",NA,"wheezy ,andrew watt,atl jacob,b hunna,bobby raps,cubeatz,cvre,don cannon,dy,frank dukes,frankie bash,happy perez,aviator keyyz,louis bell,murda beatz,nikko bunkin,oogie mane,outtatown,psymun,richie souf,singrinch,trell got wings"
The Flute Song Russ,The Flute Song,Russ,1,2018,"hip,hop,r&b","diemon,columbia",NA,"russ ,avedon,scott storch"
Crew (feat. Brent Faiyaz & Shy Glizzy) GoldLink,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1,2016,"hip,hop",rca,"d'anthony carlos,teddy walton,christopher wood,marquis king",walton
Hard Work Pays Off Future,Hard Work Pays Off,Future,1,2018,"hip,hop","epic,freebandz,grade a,interscope",NA,"wheezy ,andrew watt,atl jacob,b hunna,bobby raps,cubeatz,cvre,don cannon,dy,frank dukes,frankie bash,happy perez,aviator keyyz,louis bell,murda beatz,nikko bunkin,oogie mane,outtatown,psymun,richie souf,singrinch,trell got wings"
Die In It Kid Ink,Die In It,Kid Ink,NA,NA,"hip,hop","tha alumni,88 classic,rca",NA,NA
Dangerous Russ,Dangerous,Russ,NA,NA,"alt,hip,hop,r&b","diemon,columbia",NA,NA
Gift Shop (feat. Gunna) Usher,Gift Shop (feat. Gunna),Usher,1,2018,"pop,hip,hop,r&b","brand usher,rca",NA,zaytoven
Chill Bill Rob $tone,Chill Bill,Rob $tone,1,2016,"hip,hop,rap",rca,"jaylen robinson,javan davis,antonio carrillo,christopher rowe,bernard herrmann",purpdogg
Coastline Preme,Coastline,Preme,NA,NA,"hip,hop","reps up,empire ,bpg,rca ",NA,NA
Wraith Ro Ransom,Wraith,Ro Ransom,NA,NA,"hip,hop,rap","same plate entertainment,sony,s-rank",NA,NA
Bad Company A$AP Rocky,Bad Company,A$AP Rocky,NA,NA,"hip,hop,rap","asap worldwide
awge
polo grounds
rca",NA,NA
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj) YG","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,1,2018,"hip,hop","4hunnid,cte world,def jam","sean anderson,keenon jackson,onika maraj,nye lee jr.,dijon mcfarlane,tauheed epps",dj mustard
Missin You Crazy Russ,Missin You Crazy,Russ,1,2012,country,capitol nashville,"jon pardi,bart butler,monty holmes","bart butler,jon pardi"
Why Would I Wait (feat. G-Eazy) Yung Pinch,Why Would I Wait (feat. G-Eazy),Yung Pinch,NA,NA,NA,NA,NA,NA
Run It Back (Freestyle) Kirk Knight,Run It Back (Freestyle),Kirk Knight,NA,NA,"hip,hop","cinematic,pro era",NA,NA
Wake Up On You Ro Ransom,Wake Up On You,Ro Ransom,NA,NA,"hip,hop,rap","same plate entertainment,sony,s-rank",NA,NA
Catch Up (feat. Chief Keef) G Herbo,Catch Up (feat. Chief Keef),G Herbo,0,2018,"hip,hop,rap","machine entertainment group,epic,cinematic,150 dream team,808 mafia",NA,"joseph ""jb"" bowden ,mikkey halsted ,chopsquad dj,cubeatz,jake one,max lord,southside,taso,tm88"
Jefe (feat. Meek Mill) T.I.,Jefe (feat. Meek Mill),T.I.,1,2018,"hip,hop,rap","grand hustle,epic",NA,"t.i. ,dj toomp ,doug peterson ,avedon,bangladesh,cardiak,cxmeesen,david banner,dave-o,eric g,fvces,g.bliz,jazzfeezy,johnnyboy,just blaze,king vay,london on da track,vznare,messiah,mike & keys,myguymars,pyro da god,scott storch,shawty redd,swizz beatz,tbhits,thx"
Swervo G Herbo,Swervo,G Herbo,0,2018,"hip,hop,rap","machine entertainment group,epic,cinematic,150 dream team,808 mafia",NA,"joseph ""jb"" bowden ,mikkey halsted ,chopsquad dj,cubeatz,jake one,max lord,southside,taso,tm88"
Heavy Camp (feat. Travis Scott) Blac Youngsta,Heavy Camp (feat. Travis Scott),Blac Youngsta,NA,NA,"hip,hop,rap","heavy camp,collective music group,epic",NA,NA
Got Friends GoldLink,Got Friends,GoldLink,NA,NA,"alt,hip,hop,r&b,elect","rca,soulection,squaaash club",NA,NA
"Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) - Remix Diplo","Welcome to the Party (with Lil Pump, Juicy J, Famous Dex, & French Montana) - Remix",Diplo,1,2018,rap,columbia,"thomas wesley pentz,karim kharbouch,gazzy garcia,valentino khan,jocelyn donald","diplo,khan"
Pretty Girl Felly,Pretty Girl,Felly,NA,NA,"hip,hop,rap,jazz","same plate entertainment,sony",NA,NA
NY BABY Marlon Craft,NY BABY,Marlon Craft,NA,NA,"hip,hop",independent,NA,NA
Rewind G-Eazy,Rewind,G-Eazy,NA,NA,"alt,hip,hop","bpg,rvg,rca",NA,NA
The Amazing Mr. F**k Up T.I.,The Amazing Mr. F**k Up,T.I.,0,2018,"hip,hop,rap","grand hustle,epic",NA,"t.i. ,dj toomp ,doug peterson ,avedon,bangladesh,cardiak,cxmeesen,david banner,dave-o,eric g,fvces,g.bliz,jazzfeezy,johnnyboy,just blaze,king vay,london on da track,vznare,messiah,mike & keys,myguymars,pyro da god,scott storch,shawty redd,swizz beatz,tbhits,thx"
Pistol On My Side (P.O.M.S) (feat. Lil Wayne) Swizz Beatz,Pistol On My Side (P.O.M.S) (feat. Lil Wayne),Swizz Beatz,1,2018,"hip,hop",epic,NA,"swizz beatz ,j. cole ,araabmuzik,gian bravo,dj scratch,bink!"
NEW ORLEANS BROCKHAMPTON,NEW ORLEANS,BROCKHAMPTON,0,2018,"hip,hop","question everything,rca",NA,
All Thee Above (feat. Kevin Gates) Plies,All Thee Above (feat. Kevin Gates),Plies,NA,NA,"hip,hop","big gates,slip-n-slide,atlantic",NA,NA
Ring (feat. Kehlani) Cardi B,Ring (feat. Kehlani),Cardi B,1,2018,r&b,atlantic,"belcalis almanzar,desmond dennis,jordan thorpe,kehlani parrish,khari cain,mike riley,nija charles","needlz,scribz riley"
Me vs. Us Tayla Parx,Me vs. Us,Tayla Parx,NA,NA,"pop,hip,hop,r&b","atlantic,def jam",NA,NA
Bacc To The Basics Quando Rondo,Bacc To The Basics,Quando Rondo,NA,NA,"hip,hop,rap","never broke again,atlantic",NA,NA
Yoppa (with BlocBoy JB) Lil Mosey,Yoppa (with BlocBoy JB),Lil Mosey,1,2018,"hip,hop,rap","mogul vision,interscope","lathan echols,james baker,royce pearson",royce david
All Over You Majid Jordan,All Over You,Majid Jordan,NA,NA,"alt,pop,r&b","ovo sound,warner bros.",NA,NA
Hopeless Romantic (feat. Swae Lee) Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,1,2018,rap,atlantic,"cameron thomaz,tyree pittman,chris barnett,khalif brown","young chop,cbmix"
Self Care Mac Miller,Self Care,Mac Miller,1,2018,r&b,warner bros.,"malcolm mccormick,dacoury natche,eric dan,destin route,erica wright,jahmal cantero,devonte hynes,tyler mason,peter mudge","dj dahi,id labs,nostxlgic,nice rec "
I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo) YoungBoy Never Broke Again,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),YoungBoy Never Broke Again,NA,NA,"hip,hop,rap","never broke again,atlantic",NA,NA
Yeah Yeah (feat. 50 Cent and Murda Beatz) Don Q,Yeah Yeah (feat. 50 Cent and Murda Beatz),Don Q,NA,NA,"hip,hop","highbridge,atlantic",NA,NA
Anybody (feat. Nicki Minaj) Young Thug,Anybody (feat. Nicki Minaj),Young Thug,1,2018,"pop,hip,hop,rap","300,atlantic",NA,"charlie handsome,dj spinz,rex kudo,southside"
Beat The Odds (feat. YFN Lucci) Derez De’Shon,Beat The Odds (feat. YFN Lucci),Derez De’Shon,NA,NA,NA,"commission music, bmg",NA,NA
What Have You Done KWAYE,What Have You Done,KWAYE,NA,NA,"pop,elect",NA,NA,NA
Before You Get a Boyfriend. Phony Ppl,Before You Get a Boyfriend.,Phony Ppl,NA,NA,"hip,hop,r&b",NA,NA,NA
Adding Up Kevin Gates,Adding Up,Kevin Gates,0,2018,"hip,hop,rap","bread winners association,atlantic",NA,"a.r.,beatmonster marc,dj chose,e-trou,fresh ayr,go grizzly,invincible beats,kilo keys,knucklehead,londnblue,mad max,patrick carmelo,rippa on the beat,rock boy beats,rockin wit slime,squat beats,taz taylor,tm88,will major,wheezy,xl eagle,yung ladd,yung lan"
Switch PLAZA,Switch,PLAZA,NA,NA,NA,NA,NA,NA
Never Forget You Zara Larsson,Never Forget You,Zara Larsson,1,2015,"pop,elect","ten,virgin emi,epic","uzoechi emenike,zara larsson,arron davey","mnek,astronomyy"
Maps Maroon 5,Maps,Maroon 5,1,2014,"rock,pop","222,interscope","adam levine,ammar malik,benjamin levin,noel zancanella,ryan tedder","ryan tedder,noel zancanella,benny blanco"
Stereo Hearts (feat. Adam Levine) Gym Class Heroes,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,1,2011,"rock,pop,r&b,rap","decaydance,fueled by ramen","travie mccoy,adam levine,benjamin levin,sterling fox,ammar malik,dan omelio","benny blanco,robopop"
Glad You Came The Wanted,Glad You Came,The Wanted,1,2011,other,"island,global talent,mercury,heaven shall dance,kontor records,ultra records,central station,clippers sounds,happy music","steve mac,wayne hector,ed drewett,ed drewett,wayne hector,steve mac",steve mac
Wild Ones (feat. Sia) Flo Rida,Wild Ones (feat. Sia),Flo Rida,1,2011,"pop,hip,elect","atlantic,poe boy","flo rida,sofly & nius,sia,axwell,jacob luttrell,marcus cooper,niklaas vogel-kern,flo rida,sofly & nius,sia furler,axwell,jacob luttrell,marcus cooper,benjamin maddahi","sofly & nius,axwell,david guetta,nicky romero "
